node ,  Permeability (m**2) in X ,  Permeability (m**2) in Y ,  Permeability (m**2) in Z ,  Porosity ,  Rock bulk density (kg/m**3) ,  Rock specific heat (MJ/kg*K) ,  Capillary pressure (MPa)
0000000219,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000220,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000221,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000222,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000223,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000224,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000225,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000226,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000227,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000228,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000229,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000230,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000231,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000232,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000233,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000234,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000235,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000236,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000237,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000238,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000239,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000240,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000241,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000242,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000243,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000244,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000245,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000246,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000247,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000248,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000249,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000250,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000251,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000252,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000253,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000254,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000255,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000256,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000257,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000258,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000259,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000260,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000261,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000262,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000263,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000264,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000265,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000266,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000267,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000268,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000269,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000270,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000271,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000272,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000273,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000274,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000275,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000276,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000277,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000278,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000279,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000280,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000281,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000282,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000283,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000284,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000285,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000286,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000287,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000288,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000289,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000290,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000291,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000292,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000293,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000294,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000295,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000296,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000297,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000298,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000299,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000300,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000301,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000302,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000303,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000304,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000305,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000306,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000307,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000308,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000309,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000310,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000311,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000312,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000313,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000314,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000315,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000316,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000317,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000318,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000319,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000320,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000321,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000322,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000323,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000324,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000325,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000326,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000327,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000328,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000329,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000330,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000331,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000332,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000333,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000334,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000335,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000336,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000337,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000338,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000339,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000340,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000341,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000342,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000343,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000344,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000345,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000346,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000347,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000348,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000349,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000350,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000351,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000352,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000353,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000354,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000355,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000356,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000357,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000358,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000359,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000360,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000361,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000362,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000363,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000364,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000365,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000366,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000367,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000368,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000369,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000370,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000371,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000372,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000373,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000374,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000375,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000376,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000377,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000378,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000379,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000380,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000381,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000382,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000383,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000384,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000385,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000386,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000387,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000388,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000389,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000390,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000391,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000392,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000393,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000394,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000395,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000396,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000397,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000398,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000399,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000400,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000401,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000402,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000403,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000404,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000405,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000406,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000407,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000408,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000409,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000410,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000411,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000412,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000413,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000414,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000415,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000416,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000417,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000418,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000419,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000420,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000421,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000422,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000423,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000424,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000425,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000426,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000427,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000428,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000429,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000430,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000431,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000432,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000433,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000434,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000435,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000436,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000437,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
0000000438,    1.000000E-15,    1.000000E-15,    1.000000E-16,    0.100000    ,     2500.00    ,    1.000000E-03,     0.00000
